case,answer,step,kind,status,start_time,end_time,components,modalities,returned_count,truncated,workflow_check,prediction
case_000042,emailservice_latency,10,component_focus,True,1260,1440,"[""checkoutservice"", ""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000042,emailservice_latency,11,completed,True,,,,,,,OK completed,"[""emailservice_latency"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000043,emailservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000043,emailservice_diskio,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000043,emailservice_diskio,10,completed,True,,,,,,,OK completed,"[""emailservice_diskio"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000044,emailservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000044,emailservice_diskio,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000044,emailservice_diskio,10,completed,True,,,,,,,OK completed,"[""emailservice_diskio"", ""checkoutservice_latency"", ""currencyservice_mem""]"
case_000045,emailservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000045,emailservice_diskio,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics,26,False,OK component focus metrics->trace->log,
case_000045,emailservice_diskio,10,completed,True,,,,,,,OK completed,"[""emailservice_diskio"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000046,emailservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000046,emailservice_latency,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->logs->metrics->logs->metrics->traces->logs,39,False,OK component focus metrics->trace->log,
case_000046,emailservice_latency,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000047,emailservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000047,emailservice_latency,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,46,False,OK component focus metrics->trace->log,
case_000047,emailservice_latency,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000048,emailservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000048,emailservice_latency,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,44,False,OK component focus metrics->trace->log,
case_000048,emailservice_latency,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000049,emailservice_mem,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000049,emailservice_mem,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000049,emailservice_mem,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_mem""]"
case_000050,emailservice_mem,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000050,emailservice_mem,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000050,emailservice_mem,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000051,emailservice_mem,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000051,emailservice_mem,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000051,emailservice_mem,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000052,emailservice_socket,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000052,emailservice_socket,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000052,emailservice_socket,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""currencyservice_latency"", ""checkoutservice_latency""]"
case_000053,emailservice_socket,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000053,emailservice_socket,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000053,emailservice_socket,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""cartservice_mem""]"
case_000054,emailservice_socket,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000054,emailservice_socket,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000054,emailservice_socket,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000055,productcatalogservice_cpu,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000055,productcatalogservice_cpu,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000055,productcatalogservice_cpu,10,completed,True,,,,,,,OK completed,"[""productcatalogservice_latency"", ""recommendationservice_latency"", ""currencyservice_latency""]"
case_000056,productcatalogservice_cpu,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000056,productcatalogservice_cpu,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000056,productcatalogservice_cpu,10,component_focus,True,1260,1440,"[""productcatalogservice"", ""recommendationservice"", ""checkoutservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000056,productcatalogservice_cpu,11,completed,True,,,,,,,OK completed,"[""productcatalogservice_latency"", ""recommendationservice_latency"", ""checkoutservice_latency""]"
case_000057,productcatalogservice_cpu,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000057,productcatalogservice_cpu,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000057,productcatalogservice_cpu,10,completed,True,,,,,,,OK completed,"[""productcatalogservice_latency"", ""recommendationservice_latency"", ""checkoutservice_mem""]"
case_000058,productcatalogservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000058,productcatalogservice_latency,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000058,productcatalogservice_latency,10,component_focus,True,1260,1440,"[""productcatalogservice"", ""recommendationservice"", ""frontend""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000058,productcatalogservice_latency,11,completed,True,,,,,,,OK completed,"[""productcatalogservice_latency"", ""recommendationservice_latency"", ""frontend_latency""]"
case_000059,productcatalogservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000059,productcatalogservice_latency,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000059,productcatalogservice_latency,10,component_focus,True,1260,1440,"[""productcatalogservice"", ""recommendationservice"", ""frontend""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000059,productcatalogservice_latency,11,completed,True,,,,,,,OK completed,"[""productcatalogservice_latency"", ""recommendationservice_latency"", ""frontend_latency""]"
case_000060,productcatalogservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000060,productcatalogservice_latency,9,component_focus,True,1260,1440,"[""productcatalogservice"", ""recommendationservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000060,productcatalogservice_latency,10,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000060,productcatalogservice_latency,11,completed,True,,,,,,,OK completed,"[""productcatalogservice_latency"", ""recommendationservice_latency"", ""emailservice_mem""]"
case_000061,productcatalogservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000061,productcatalogservice_diskio,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000061,productcatalogservice_diskio,10,completed,True,,,,,,,OK completed,"[""productcatalogservice_diskio"", ""recommendationservice_latency"", ""emailservice_mem""]"
case_000062,productcatalogservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000062,productcatalogservice_diskio,9,component_focus,True,1260,1440,"[""productcatalogservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000062,productcatalogservice_diskio,10,completed,True,,,,,,,OK completed,"[""productcatalogservice_diskio"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000063,productcatalogservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000063,productcatalogservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
